Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,State where Emissions Occur,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported direct emissions from Local Distribution Companies,2021 Total reported direct emissions from Local Distribution Companies,2020 Total reported direct emissions from Local Distribution Companies,2019 Total reported direct emissions from Local Distribution Companies,2018 Total reported direct emissions from Local Distribution Companies,2017 Total reported direct emissions from Local Distribution Companies,2016 Total reported direct emissions from Local Distribution Companies,2015 Total reported direct emissions from Local Distribution Companies,2014 Total reported direct emissions from Local Distribution Companies,2013 Total reported direct emissions from Local Distribution Companies,2012 Total reported direct emissions from Local Distribution Companies,2011 Total reported direct emissions from Local Distribution Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002199,110071161779,NORTHWESTERN ENERGY/GTS,MT,BUTTE,MT,59701,11 E. Park,SILVER BOW COUNTY,46.013787,-112.534853,486210,"NN-LDC,W-LDC",26050.9,25524.45,25209.65,25356.25,24916.5,24825.4,24745.3,24506.25,25083.4,25091.4,24540.4,26022.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001277,110071159601,NSTAR Gas Company,MA,Westwood,MA,02090,1 NSTAR Way,NORFOLK COUNTY,42.20446,-71.15937,221210,"NN-LDC,W-LDC",84415.15,90647.1,96080.95,99988.9,105294.3,110810.65,116290.046,127304.6,129337.7,126945.248,130314.398,133330.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007039,110071159796,NW Natural - Oregon,OR,Portland,OR,97204,250 SW Taylor Street,MULTNOMAH COUNTY,45.52471,-122.67244,221210,"NN-LDC,W-LDC",57735.75,57416.35,57589.55,57543.8,57375.85,57261.4,57556.05,56310.15,59112,59294.9,59623.1,59714.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011405,,NW Natural - Washington,WA,Portland,OR,97204,250 SW Taylor Street,,45.370186,-122.588485,221210,"NN-LDC,W-LDC",9014.65,8920.45,8790.85,8647.9,8460.45,8182.9,7983.85,7824.3,7769.3,7666.45,7665.7,7642.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005663,110071160628,National Fuel Gas Distribution Corp - Pennsylvania,PA,Erie,PA,16501,1100 State Street,,42.96506,-78.71458,221210,"NN-LDC,W-LDC",81030,84018.55,86494.45,88823.25,90263.8,96007.8,101141.8,103600.15,106119.85,108164.45,110942.6,95658.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003066,110071161720,National Fuel Gas Distribution Corporation,NY,Williamsville,NY,14221,6363 Main Street,ERIE COUNTY,42.96609,-78.71452,221210,"NN-LDC,W-LDC",137735.15,145704.65,152701.25,160220.85,168897.45,177010.15,183850.8,191900.5,201236.5,209224.05,218370.4,235299.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011341,110059688921,New Albany Municipal Gas System,,New Albany,MS,38652,100 Cleveland Street,UNION,34.49538,-89.00637,221210,"NN-LDC,W-LDC",,,,,,,,,2637,1254.8,1469.8,1450.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002582,110071161066,New Jersey Resources,NJ,wall township,NJ,07719,1415 Wyckoff Rd.,MONMOUTH COUNTY,40.21115,-74.12659,221210,"NN-LDC,W-LDC",33898.3,33565.4,38478.55,39907.75,45764.35,49612.2,56367.25,68372.05,76885.35,78929.7,94139.9,95588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001626,110071159537,New Mexico Gas Company,NM,Albuquerque,NM,87109,7120 Wyoming Blvd. NE Ste. 20,BERNALILLO COUNTY,35.15927,-106.55982,221210,"NN-LDC,W-LDC",56542.25,56122.65,55649.5,55479.45,54826.75,53873.7,53959.4,55377.7,66393.1,64133.6,62605.1,60270.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003642,110071161404,New York State Electric and Gas,NY,Binghamton,NY,13904,18 Link Drive,BROOME COUNTY,42.10448,-75.8245,221210,"NN-LDC,W-LDC",35608.65,36618.45,37635.65,39812.4,38782.45,40354.6,41863.05,44708.95,55688,51224.35,49892.2,194921.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009724,110071160965,NorthWestern Energy NE LDC,NE,Butte,MT,59701,11 E. Park,SILVER BOW COUNTY,46.060023,-112.490614,221210,"NN-LDC,W-LDC",3826.85,4050.15,4071.15,4120.5,5587.2,4883.15,4921.65,7789.45,3970.6,3800.6,3811.6,4012.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002986,110071162240,"NorthWestern Energy, SD LDC",SD,Butte,MT,59701,11 E. Park,SILVER BOW COUNTY,46.013787,-112.534853,221210,"NN-LDC,W-LDC",7211.45,7191.45,7154.6,7164.35,6915.8,6851.55,7241.2,6761.35,6628.25,6605.15,6804.25,6779.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003203,110071160846,"Northern States Power Company, A Minnesota Corporation",MN,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97927,-93.27022,221210,"NN-LDC,W-LDC",57141.442,57907.294,56904.494,56612.142,55895.45,55733.65,56321.2,70258.9,48339.448,48393.748,53979.448,56511.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000091,110071159598,Norwich,CT,NORWICH,CT,06360,16 S GOLDEN ST,New London,41.5269,-72.0631,221210,"NN-LDC,W-LDC",1849.2,2006.75,2148.1,2219.35,2434.4,2728.45,2735.7,3016.1,3223.05,3840.35,3925.05,4312.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007071,110071160135,ORANGE & ROCKLAND UTILITY,NY,PEARL RIVER,NY,10965,ONE BLUE HILL PLAZA,ROCKLAND COUNTY,41.059825,-74.012385,221210,NN-LDC,,,,,,,,21323.1,22869,23403.85,24191.6,25315.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000205,110071161799,Okaloosa Gas District,FL,Valparaiso,FL,32580,364 Valparaiso Pkwy,OKALOOSA COUNTY,30.50967,-86.49619,221210,"NN-LDC,W-LDC",23754.1,24468.5,25404.35,25973.8,26428.3,26667.1,27126.2,23877.7,27920.7,28940.4,30656.4,29974.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004108,110071160980,Oklahoma Natural Gas Co.,OK,Oklahoma City,OK,73101,401 N. Harvey,OKLAHOMA COUNTY,35.47121,-97.51788,221210,"NN-LDC,W-LDC",152060.6,148826.7,149571.85,153549.15,159667.2,162173.55,156144.5,159325.3,164920.75,170913.2,189506.95,188410.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005251,110043796283,Orwell Natural Gas Co.,,Mentor,OH,44060,8500 Station St. Suite 100,LAKE COUNTY,41.67937,-81.33588,221210,NN-LDC,,,,,,,,,,1538.55,1264.5,1223.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005256,110071161948,PACIFIC GAS AND ELECTRIC COMPANY,CA,SAN FRANCISCO,CA,94105,77 BEALE STREET,SAN FRANCISCO COUNTY,37.79134,-122.39604,221210,"NN-LDC,W-LDC",276007.8,279593.6,281735.2,284127.1,279784.15,276659.1,273985.4,274509.5,268237.65,254217.3,264033.65,278705.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002791,110071161373,PECO Gas Division,PA,Philadelphia,PA,19101,2301 Market Street  S7-2,PHILADELPHIA COUNTY,39.95415,-75.17781,221210,"NN-LDC,W-LDC",110210.6,110208.6,118167.5,122967.9,133141.2,142343.846,157802.346,162849.946,166780.996,172516.746,178651.246,182739.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002812,110071162126,PSE&G,NJ,Newark,NJ,07102,80 Park Plaza,ESSEX COUNTY,40.735075,-74.173906,221210,"NN-LDC,W-LDC",491656.39,528490.342,567606.192,594470.74,635715.346,672914.336,699464.884,729672.236,754544.088,763475.036,777769.19,795575.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004567,110071160216,PSNC,NC,Gastonia,NC,28056,"800 Gaston Road, Bld A",GASTON COUNTY,35.227797,-81.108574,221210,"NN-LDC,W-LDC",55377.7,54606.95,54076.85,54535.85,54826.15,56605.6,53793.8,49710.1,50187,53831.5,50164.1,48675.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008931,110071161061,Paris-Henry County Public Utility District,TN,Paris,TN,38242,215 West Wood St.,HENRY COUNTY,36.30189,-88.32659,221210,"NN-LDC,W-LDC",,0,0,0,0,0,0,0,133563.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010644,110071160745,Peoples Gas Company Pennsylvania,PA,Pittsburgh,PA,15212,375 North Shore Drive,YORK COUNTY,40.063571,-76.720493,221210,"NN-LDC,W-LDC",45804.6,47487.7,50878.05,51314.3,52146.3,60647,53186.75,56066.7,53030.35,57304.5,65895.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004429,110071160472,"Peoples Natural Gas Company, LLC",PA,Pittsburgh,PA,15221,1201 Pitt Street,ALLEGHENY COUNTY,40.44692,-79.88594,221210,"NN-LDC,W-LDC",200550.75,213317.05,224360.6,223733.65,230062.75,243864.1,245432,251092.65,187430.3,189408.2,194173.55,193108.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006569,110071161714,Philadelphia Gas Works - Corporate,PA,Philadelphia,PA,19122,800 West Montgomery Avenue,PHILADELPHIA COUNTY,39.97907,-75.14869,221210,"NN-LDC,W-LDC",254377.39,261041.94,268746.84,275048.2,283067,289413.25,298083.9,304955.7,311122.85,316510.2,296400.55,300833.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001583,110043972387,Piedmont Natural Gas - North Carolina,NC,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",148130.42,148094.7,146272.2,152464,158304.9,142743.6,157912.9,149580,139038.958,120360.002,114566.464,105422.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001582,110071162330,Piedmont Natural Gas - South Carolina,SC,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",17397.15,17361.5,18004.2,17759.3,17553.6,17224.45,18339.6,16054.65,18456.2,16701.95,16532.3,16429.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005857,110071159597,Piedmont Natural Gas - Tennessee,TN,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",29351.9,44990.7,43418.65,35187.2,30534.7,31830.4,29942.7,31418.9,32917.84,34180.59,24613.69,24896.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002895,110071161697,Public Service Company of Colorado,CO,Denver,CO,80202,1800 Larimer Street,DENVER COUNTY,39.75107,-104.99502,221210,"NN-LDC,W-LDC",175634.25,193670.7,191975.6,185908.8,184926.45,188475.3,192661.25,206534.2,191428.25,188368.4,212685.35,169216.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005387,110043790092,Puget Sound Energy LDC,WA,Bellevue,WA,98004,10885 NE 4th St,KING COUNTY,47.61373,-122.19453,221210,"NN-LDC,W-LDC",66913.478,64595.446,64321.796,61437.9,61071.25,60615.35,58710.5,58609.65,60381.6,61069.25,61475.4,76306.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003576,110071161403,Rochester Gas & Electric Corp,NY,Rochester,NY,14649,89 East Avenue,MONROE COUNTY,43.2689,-77.6294,221122,"NN-LDC,W-LDC",28058.8,29663.45,29124.1,32033,26473.2,34796.7,36564,50543.3,56331.2,63172.85,64215.55,64074.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005435,110071159463,Rock Energy Cooperative,IL,Janesville,WI,53547,2815 Kennedy Rd.,ROCK COUNTY,42.716023,-89.005927,221210,"NN-LDC,W-LDC",821,828.15,976.85,809.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007125,110071160774,SAN DIEGO GAS & ELECTRIC (LDC),CA,SAN DIEGO,CA,92123,8316 CENTURY PARK CT,SAN DIEGO COUNTY,32.823398,-117.144081,221210,"NN-LDC,W-LDC",54706.15,54514.35,54646.55,53750.45,53605.75,53475.15,53329.45,53089.65,52626.6,53007.25,54268.6,55750.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004654,110071161206,SCE&G Gas Operations,SC,Cayce,SC,29033,220 Operations Way,LEXINGTON COUNTY,33.957997,-81.04796,221210,"NN-LDC,W-LDC",46312.3,44885.5,43949.65,43344.7,42916.7,42467.45,40606.15,40912.55,39617.8,38439.3,39700.7,36806.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003026,110071161228,SEMCO Energy Gas Company,MI,Port Huron,MI,48060,"1411 Third St, Suite A",ST. CLAIR COUNTY,42.975187,-82.464445,221210,"NN-LDC,W-LDC",33435.494,35698.892,34972.342,35822.392,37598.04,34201.398,33219.35,34638,29741.95,30815.1,44444.4,49108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005209,110071159194,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),CA,LOS ANGELES,CA,90013,555 WEST 5TH STREET,LOS ANGELES COUNTY,34.043925,-118.242429,221210,"NN-LDC,W-LDC",1251821.35,1255796.9,1309064.6,1307009.35,1313835.4,1318934.65,1330007.05,1331063.35,1333549.55,1357408.55,1385094,1350349.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011114,,Sandpiper Energy,MD,Salisbury,MD,21804,32145 Beaver Run Dr,,39.114747,-75.750871,221210,"NN-LDC,W-LDC",,1416.2,1407.95,1342.6,1088.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007602,110071160155,South Jersey Gas Company,NJ,Folsom,NJ,08037,One South Jersey Plaza,ATLANTIC COUNTY,39.643728,-74.757115,221210,"NN-LDC,W-LDC",46984.894,50302.694,49214.996,69898.496,74436.644,58469.396,76226.694,85360.444,95445.692,110119.494,116747.346,135229.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005674,110071159484,Southern Connecticut Gas Company,CT,Orange,CT,06477,60 Marsh Hill Rd,NEW HAVEN COUNTY,41.25052,-72.9996,221210,"NN-LDC,W-LDC",98606.24,102612.542,101594.496,106245.496,106257.746,106270.746,105965.246,108400.346,93035.296,111497.346,116657.396,117965.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004112,110071160442,Southern Indiana Gas & Electric Company,IN,Evansville,IN,47711,One Vectren Square,VANDERBURGH COUNTY,38.005965,-87.549475,221210,"NN-LDC,W-LDC",20091.7,22494.6,24105.25,25784.25,30447.1,32651.05,39493.4,42364,41115.4,38850.4,39159.7,32726.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000178,110042747347,"Southern Missouri Natural Gas, LP",,Mountain Grove,MO,65711,500 W 19th Street,WRIGHT,37.1461,-92.26276,221210,"NN-LDC,W-LDC",,,,,,,,,,,,3240.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006640,110071160910,Southwest Gas - Arizona,AZ,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",96499.6,93945,92960.2,91980.35,90696.1,89646.3,89008,88973.5,88544.15,88350.55,87819.45,87957.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006638,110071162171,Southwest Gas - California,CA,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",15162.45,15053,14920.5,14669.3,14627.6,14545,14524.9,14337.3,13906.2,13874.2,13920.7,14444.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006639,110071159970,Southwest Gas - Nevada,NV,Las vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",46642.85,44579.1,43754.2,42860.35,42285.7,40643.8,39855.5,39820.2,39418.4,39415.75,39377.4,39273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005967,110071161141,Spire Alabama,AL,BIRMINGHAM,AL,35203,2101 6th Avenue North,JEFFERSON COUNTY,33.520058,-86.807637,221210,"NN-LDC,W-LDC",146851.85,156817.5,163435.7,171376.05,179189.7,189498.7,193834.4,203083.5,211882.65,224042.8,233396.8,240680.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003336,110071161339,Spire Gulf Inc.,AL,Mobile,AL,36606,2828 Dauphin St,MOBILE COUNTY,30.68858,-88.10822,221210,"NN-LDC,W-LDC",10820.25,12087.85,13457.45,14640.35,17519.1,20968.55,22589.1,24618,26580.35,27941.35,28275.05,30453.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001688,110071160157,Spire Mississippi,MS,Hattiesburg,MS,39401,1614 West 4th Street,FORREST COUNTY,31.214868,-89.284725,221210,"NN-LDC,W-LDC",3298.95,3062.85,3065.7,3088.95,3105.95,4089.3,4917.05,4995.15,3887.25,3875.75,3804.1,4022.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002544,110071159522,Spire Missouri East,MO,St. Louis,MO,63101,700 Market Street,ST. LOUIS CITY,38.628363,-90.191527,221210,"NN-LDC,W-LDC",72833.45,79336.65,85133.8,93380.4,100841.9,108138.45,114874.9,119587.1,123352.3,127181.9,130477.45,137779.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004482,110071160005,Spire Missouri West,MO,KANSAS CITY,MO,64129,7500 E. 35th Terrace,JACKSON COUNTY,39.06574,-94.59022,221210,"NN-LDC,W-LDC",50571.95,53079.85,55148.45,57243.95,61509.7,64918.7,63038.65,64854.9,64739.6,66154.7,68554,66944.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011282,,Summit Natural Gas of Maine,ME,Centennial,CO,80112,10825 E. Geddes Avenue,,39.57429,-105.13314,221210,NN-LDC,,,,,,882.6,874.85,834.25,0,154.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009519,110071160793,Summit Natural Gas of Missouri,MO,Centennial,CO,80112,10825 E. Geddes Avenue,JEFFERSON COUNTY,39.57454,-105.13351,221210,NN-LDC,,,,,,5130.7,5063.35,5043.6,4188.5,4159.5,3629.15,1038.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006297,110071162237,"Summit Utilities Inc., Arkansas (Arkansas)",AR,Centennial,CO,80112,10825 E. Geddes Ave.; Suite 410,HARRIS COUNTY,29.75761,-95.36826,221210,"NN-LDC,W-LDC",59382.5,59464.85,84578.3,84898.45,85471.65,86344.65,89800.1,94936.8,99102.8,103079,113552.3,114576.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014465,,"Summit Utilities Inc., Arkansas (Texas)",TX,Centennial,CO,80112,10825 E. Geddes Ave.; Suite 410,,39.5868243740439,-104.86254628744,221210,"NN-LDC,W-LDC",1643.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004195,110071160440,"Summit Utilities Inc., Oklahoma",OK,Centennial,CO,80112,10825 E. Geddes Ave.; Suite 410,HARRIS COUNTY,29.75761,-95.36826,221210,"NN-LDC,W-LDC",14605.35,14708.95,19057.9,18606.65,19248.45,18955.3,19146.6,18985.65,18702.25,18767.6,18921.3,18398.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006771,110071160872,TECO Peoples Gas,FL,Tampa,FL,33602,702 North Franklin Street,HILLSBOROUGH COUNTY,27.95029,-82.4591,221210,"NN-LDC,W-LDC",62981.998,62741.196,62191.746,63313.596,65088.098,68628.65,72156.848,75741.4,84723.85,85845.25,87600.8,88242.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002482,110071161188,THE BROOKLYN UNION GAS COMPANY,NY,Brooklyn,NY,11201,One MetroTech Center,KINGS COUNTY,40.698677,-73.985941,221210,"NN-LDC,W-LDC",187837.086,190925.88,196321.73,199259.232,210776.49,224083.24,230766.046,244514.594,249673.75,254887.3,260724.4,264418.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002604,110071160503,THE NARRAGANSETT ELECTRIC COMPANY,RI,Providence,RI,02907,280 Melrose Street,PROVIDENCE COUNTY,41.795681,-71.426968,221210,"NN-LDC,W-LDC",126553.15,133351,137393.4,142505.35,143813.35,148417.2,153486.55,158820.2,166207.3,171913.5,177858.95,183717.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004336,110071160981,Texas Gas Service,TX,Austin,TX,78746,1301 S Mopac Expressway,TRAVIS COUNTY,30.26229,-97.78925,221210,"NN-LDC,W-LDC",118138.95,119995.75,120718.3,122463.15,125045.35,121184.15,83601.45,86958.25,88593.35,92681.85,95723.2,89782.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001966,110071159549,The Peoples Gas Light and Coke Company,IL,CHICAGO,IL,60601,200 East Randolph Street,COOK COUNTY,41.88448,-87.62312,221210,"NN-LDC,W-LDC",161088.422,162831.386,170851.634,177267.724,180884.884,186802.584,193236.034,200625.932,209965.428,188999.576,227270.378,253816.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005723,110071159222,Trussville Utilities,AL,Trussville,AL,35173,127 Main Street,JEFFERSON COUNTY,33.621523,-86.602293,221210,"NN-LDC,W-LDC",2210.45,2210.95,2193.35,2191.1,2201.7,2189.65,2195.15,2520.348,2035.5,140797.098,86321.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005569,110043797371,"UGI Central Penn Gas, Inc.",PA,Reading,PA,19612,"2525 North 12th Street, Suite 360",BERKS COUNTY,40.372376,-75.915056,221210,"NN-LDC,W-LDC",,,,,,44153.85,44320.9,45276.65,46217.65,53742.25,47058.55,47722.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005570,110043797371,"UGI Penn Natural Gas, Inc.",PA,Reading,PA,19612,"2525 North 12th Street, Suite 360",BERKS COUNTY,40.372376,-75.915056,221210,"NN-LDC,W-LDC",,,,,,47397.6,49937.05,51535,54763.4,53899.4,54670.05,55802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007356,110071160012,"UGI Utilities, Inc.",PA,Denver,PA,17517,1 UGI Drive,,40.372376,-75.915056,221210,"NN-LDC,W-LDC",120632.2,136750.1,142290.55,155734.85,162177.8,84624.4,83763.45,82624.3,95862.1,96592.9,102015.05,104757.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000600,110071160542,UNS Gas,AZ,Flagstaff,AZ,86001,"2901 W. Shamrell Blvd., Suite 110",COCONINO COUNTY,35.13778,-111.68052,221210,"NN-LDC,W-LDC",15116.05,15049.2,15004.85,14880.65,14787.3,14709.95,14645.85,14650.1,14587.6,14601.5,14559.25,15272.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005533,110055510371,"Valley Energy, Inc.",,Sayre,PA,18840,523 S. Keystone Ave.,BRADFORD,41.97389,-76.52394,221210,W-LDC,,,,,,,,,682.7,673.2,771.6,744.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004296,110071160413,Vectren Energy Delivery of Ohio,OH,Evansville,IN,47708,One Vectren Square,VANDERBURGH COUNTY,37.973424,-87.575423,221210,"NN-LDC,W-LDC",40787.6,41753.55,44842.8,47929.2,72367.95,87471.55,87037.15,100216.95,100529.05,116278.65,205052.6,124906.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003922,110071160358,"Vermont Gas Systems, Inc.",VT,South Burlington,VT,05403,85 Swift Street,CHITTENDEN COUNTY,44.449349,-73.160781,221210,"NN-LDC,W-LDC",4100.9,4100.9,4067.15,4047.65,0,,3792,3646.9,2920.7,0,2735.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004180,110043793909,Virginia Natural Gas,VA,Norfolk,VA,23510,150 West Main Street,NORFOLK CITY,36.84668,-76.29339,221210,"NN-LDC,W-LDC",48960,50813.9,47680.3,48038.3,48674.6,50871.45,54638.1,56035.1,57473.45,55081.1,58479.35,66367.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001917,110071160959,WASHINGTON GAS LIGHT COMPANY,DC,SPRINGFIELD,VA,22151,6801 INDUSTRIAL ROAD,FAIRFAX COUNTY,38.79844,-77.1793,221210,"NN-LDC,W-LDC",68847.9,69894.45,71355.9,71449.85,69425.1,69501.45,70482.4,72068.3,71956.95,73345.05,73934,75153.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004120,110071160445,WISCONSIN ELECTRIC POWER COMPANY,WI,MILWAUKEE,WI,53201,231 W. MICHIGAN ST.,MILWAUKEE COUNTY,43.03741,-87.91381,221210,"NN-LDC,W-LDC",42659.9,56173.35,55083.3,53784.3,52856.85,50016.2,45791.6,42796.65,42393.25,41731.7,41513.25,41609.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004293,110071160446,WISCONSIN GAS COMPANY,WI,MILWAUKEE,WI,53201,231 W. MICHIGAN ST.,MILWAUKEE COUNTY,43.03741,-87.91381,221210,"NN-LDC,W-LDC",51884,61520.1,60831.95,60052.8,59729.9,58311.95,53117,50032.2,50717.35,50396.2,49166.95,50422.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
